sample	GCF_000350225.1_ASM35022v2_genomic	moss_0.001_1	moss_0.001_2	moss_0.001_4	moss_0.001_8	moss_0.003_1	moss_0.003_2	moss_0.003_4	moss_0.003_8	moss_0.005_1	moss_0.005_2	moss_0.005_4	moss_0.005_8	moss_0.007_1	moss_0.007_2	moss_0.007_4	moss_0.007_8	moss_0.01_1	moss_0.01_2	moss_0.01_4	moss_0.01_8	moss_0.1_1	moss_0.1_2	moss_0.1_4	moss_0.1_8	moss_0.2_1	moss_0.2_2	moss_0.2_4	moss_0.2_8	moss_genome_1	moss_genome_2	moss_genome_4	moss_genome_8
GCF_000350225.1_ASM35022v2_genomic	0.0	0.0004619233436958214	0.0	0.0	0.0	0.002349096252071401	0.0015004298621348398	0.0017134492546319485	0.0012848210017556067	0.004455922531480972	0.003432576970366532	0.003845087174929759	0.0033030341263843715	0.006474753751776966	0.005478324572122091	0.005809518870639995	0.005400391888573925	0.009167990139374894	0.008476614433546317	0.008713497039255115	0.00833925576163901	0.09075065055952038	0.09127475670951793	0.09159505696516843	0.0908217605764385	0.18546574476054162	0.18613756627308004	0.18805203817074428	0.18447495249015913	0.0	0.0	0.0	0.0
moss_0.001_1	0.0004995409072986519	0.0	0.0	0.0	0.0	0.0	0.0014317875528563743	0.002954614645303957	0.003185944652803065	0.002669164632144846	0.0034775743030664775	0.005244978296718806	0.005232816284008782	0.004549317326212287	0.005807682561083525	0.007192920732079434	0.0075294685439734185	0.007474577457212042	0.00874585373631706	0.009899048482671011	0.010023438630459276	0.09498925878919072	0.09450078625800312	0.09372026690744864	0.09319270846413368	0.1935338850611446	0.19229205505558986	0.19364536908127847	0.19177443711886955	0.0	0.0	0.0	0.0
moss_0.001_2	0.0	0.0	0.0	0.0	0.0	0.0014270945548444823	0.0012195141349599673	0.0020569358727723645	0.0020148979226058657	0.003567549282469193	0.0030874216426272005	0.004148053963799058	0.004155689246050196	0.005933626484274513	0.005175326472676679	0.006042224011699899	0.0060745412990745595	0.008422625723960306	0.008138817403100596	0.00889424175618736	0.008989481745340571	0.09609704325201646	0.09483310164001281	0.09398934090639398	0.09321629551692484	0.1990601526339178	0.1964593575155567	0.19415283323623814	0.19200782153248788	0.0	0.0	0.0	0.0
moss_0.001_4	0.0	0.0	0.0	0.0	0.0	0.003173502333923051	0.0021843862959691073	0.002979301641892499	0.0032539620126946648	0.005409671360363128	0.0042879374894718835	0.005075516516017652	0.005355918523676912	0.007356601532679685	0.006373013263864105	0.007059134713870251	0.007259778538368327	0.01025478218817297	0.009445457459495378	0.010022460324079448	0.01019422967366556	0.09916403481097623	0.09770041580659622	0.09604623285674681	0.09501530968700779	0.20603346067076433	0.19660888442914976	0.19613645094038415	0.19093614976261464	0.0	0.0	0.0	0.0
moss_0.001_8	0.0	0.0	0.0	0.0	0.0	0.0033151542292441417	0.0019266096173777688	0.003156441471843148	0.003955206675075118	0.0055580400435105565	0.004285347819058602	0.0053335662874728655	0.00602625303541755	0.007853014268803447	0.006317017748524798	0.0071997694053244745	0.007771942370250867	0.010696087150144105	0.009583301676474518	0.010293640068870628	0.010827655939025306	0.10229928007605617	0.09958126243509165	0.09736884572379109	0.09626419026184047	0.20365512832821558	0.19623579768828814	0.19350330809102437	0.1899152157128198	0.0	0.0	0.0	0.000851120305501131
moss_0.003_1	0.0025491010497864803	0.0	0.001457508137859669	0.003091977248877659	0.002924238692586128	0.0	0.0	0.0	0.0	0.0049291743750606775	0.005630933637659479	0.006974720786758212	0.00716046067345576	0.006671371142008484	0.007610469099962892	0.009040006144696593	0.009073539762155216	0.009451449690738202	0.010505759905297759	0.011560257057952938	0.01159173410976988	0.09414540685696765	0.09410339321606592	0.093562627396652	0.09246192017343012	0.19643007677864938	0.19018267901513494	0.1935895443228461	0.1866490418514123	0.0	0.0	0.001830643651850675	0.0018243607863461676
moss_0.003_2	0.0015614929433913816	0.0013866655703702788	0.0012140491160671121	0.0020873586087690123	0.0016857595025427808	0.0	0.0	0.0	0.0	0.005812659179730278	0.005301112908300091	0.006040985761845597	0.005884716699449692	0.007898671795811791	0.007241387981104749	0.007945487174108949	0.007846497428468926	0.01060785898242042	0.01024310947568643	0.010865134562341991	0.010759923355759067	0.09548382170379106	0.09482258536806207	0.09442588819711249	0.09333505211505612	0.2007185963758401	0.1931424592203489	0.19369581034270544	0.18961080944021774	0.00048496716319895624	0.0	0.000865080002601997	0.000707747229805831
moss_0.003_4	0.00173241442100976	0.0029992163946811123	0.0021331011831537635	0.0029668877790029516	0.0029338995466934494	0.0	0.0	0.0	0.0	0.007251127026907883	0.006129305507482339	0.006901898089683758	0.007075552381093687	0.009375580596640088	0.008216455688551444	0.008917935856290561	0.009002252908720518	0.012129990470109158	0.011221242387633067	0.011840142798807159	0.011886069406397378	0.10037505264110087	0.09848555200848813	0.09690169529683901	0.09548450215026745	0.2011424888694823	0.19552913077451828	0.19232930928823386	0.18843686828767114	0.0020335353520247942	0.0008642835916720391	0.001703534186980135	0.0019943475475930057
moss_0.003_8	0.0012855885547785357	0.003555676505827198	0.002275592408582638	0.0034696343151201666	0.003940454151033432	0.0	0.0	0.0	0.0	0.00786285765142776	0.006452768844956904	0.0074102337079047	0.00779577992503863	0.009876527211611098	0.008483154364528192	0.009327297628533116	0.009777475133866962	0.01272722504374133	0.011689822062171853	0.012379943343391778	0.01273111356236891	0.10336956850916595	0.10100478634048952	0.09929041734434456	0.09798374707604027	0.20472087715651655	0.20177676118900345	0.1982158276087114	0.19132528421132008	0.0022960564990024564	0.0011263048438034228	0.002164338706623774	0.0029581425962071925
moss_0.005_1	0.004847329721113876	0.002642940516633444	0.00363714368042325	0.005277475069056139	0.004920445525262267	0.004913602828866535	0.005960997385456949	0.007135248560049506	0.007060228380631902	0.0	0.0	0.0	0.0	0.008653720894224767	0.00965404597163753	0.011211566368795415	0.01113492695433959	0.011641152620642395	0.01257319100391138	0.013773764816936549	0.013864431105602511	0.09493601126386295	0.09459275576006707	0.09434980709794655	0.0931711581208205	0.1970052428663268	0.1897065665754324	0.19104667942825695	0.18964206679520462	0.0015743269962986944	0.0025587876617043106	0.004201500444626123	0.003947378045316617
