sample	GCA_011800805.1_ASM1180080v1_genomic	leech_0.001_1	leech_0.001_2	leech_0.001_4	leech_0.001_8	leech_0.003_1	leech_0.003_2	leech_0.003_4	leech_0.003_8	leech_0.005_1	leech_0.005_2	leech_0.005_4	leech_0.005_8	leech_0.007_1	leech_0.007_2	leech_0.007_4	leech_0.007_8	leech_0.01_1	leech_0.01_2	leech_0.01_4	leech_0.01_8	leech_0.1_1	leech_0.1_2	leech_0.1_4	leech_0.1_8	leech_0.2_1	leech_0.2_2	leech_0.2_4	leech_0.2_8	leech_genome_1	leech_genome_2	leech_genome_4	leech_genome_8
GCA_011800805.1_ASM1180080v1_genomic	0.0	0.0012983263254818733	0.000884160146151227	0.0008647218189349759	0.000696972324355819	0.0029900519923872514	0.002925643867842645	0.0027618958308939148	0.0027133072900469247	0.005179214196180056	0.004826895337894188	0.004888518125635601	0.004775088020330086	0.007069200154505346	0.006881406152679271	0.006798105077848015	0.006620509285732432	0.010055802075617246	0.009792665109339184	0.009885035093034176	0.009718776240493115	0.09898843203776696	0.09858319526858107	0.09781570517941994	0.0970392257224554	0.19287650315769997	0.19673062279931613	0.19573099559946516	0.18830698927557787	0.0	0.0	0.0	0.0
leech_0.001_1	0.0013285991061433074	0.0	0.0	0.0	0.0	0.004157590510304989	0.004081928277070379	0.003922619467318253	0.003944264810693174	0.006245525514539457	0.006036459771856483	0.006171508172613851	0.006081144950117761	0.007892240832881734	0.008013962195694066	0.008079501167350898	0.007869449767820601	0.011173177790475913	0.010828173245393667	0.01087440140508076	0.010812069365324925	0.10001904873435218	0.0997463429983587	0.0997918220251824	0.09876985651389024	0.19327439215704942	0.19648284777802547	0.19258836408444235	0.18872395996360414	0.0012007623368157588	0.0009226162103035724	0.0010243612877344995	0.0009101421857608754
leech_0.001_2	0.0008930755051615345	0.0	0.0	0.0	0.0	0.0038158073337137386	0.003610867370691285	0.0034986363741002133	0.0033631314013625626	0.005874352154895093	0.005475662328279929	0.005574179292706449	0.0054378165203504535	0.007664127226543458	0.007526975572189948	0.0074491059121805075	0.007235177718435026	0.010834498137322192	0.010510099850121333	0.010523430066332625	0.010338884375713531	0.09942855949729823	0.09860936029582676	0.09810576753797814	0.09705519199731054	0.18921504213469392	0.19317073043840385	0.19170157804404309	0.18447514817613953	0.0008029775574848385	0.0006382171514990774	0.0005881018200298278	0.0004365247824530563
leech_0.001_4	0.0008667604542358103	0.0	0.0	0.0	0.0	0.003771444696568915	0.00358522331062948	0.003448765679795952	0.0034441473419626585	0.005818302928242238	0.0055381242892497025	0.005567893315873132	0.005545781404796584	0.007837667116848543	0.007582382030054175	0.007521146710778528	0.007275383968846313	0.010771541982203245	0.010532342313209717	0.010501028390514864	0.010441906965952874	0.10045681706911964	0.09938834204930168	0.09817549552653035	0.09672497276359412	0.19244453397127836	0.1932332996876861	0.19315750304167434	0.18518316439257113	0.0007591082395953838	0.0006173377976858537	0.0005280672684250115	0.0004343785157806573
leech_0.001_8	0.0006970713876553422	0.0	0.0	0.0	0.0	0.003675467270999799	0.0033667763042323417	0.0032625609209955496	0.0032366245572158937	0.005581407192984098	0.005258736444665118	0.005478999999990664	0.005341157869893296	0.007632514395823085	0.007477036472048256	0.007374391527121345	0.007208637683499624	0.010727972561739973	0.010363589386713251	0.010278251352372715	0.010318949917963671	0.10061356797628672	0.09926152213890506	0.09782299918006497	0.09639401056880914	0.18971620366473352	0.19172791137396228	0.18984087493327703	0.18736301241158004	0.0005678058263729456	0.0003981721726611755	0.00039870180766743234	0.0
leech_0.003_1	0.0030598942471886563	0.004158009681019653	0.003850142943828975	0.0038046925339234004	0.0036688036795464378	0.0	0.0	0.0	0.0	0.007673585121682156	0.007553848213864322	0.007648580338998895	0.007646007410230749	0.009775125772076346	0.009725768191450447	0.009834606810314917	0.009645301165148449	0.012725682091817547	0.012681551149403841	0.012776865107840051	0.012424438593384535	0.09946850645200919	0.10004958207903503	0.09998432869964399	0.09943592709982632	0.19234957630504326	0.2001868759467999	0.19764563658218606	0.18712545871025657	0.002975867972211186	0.0028560668313936163	0.002748779155774208	0.002670340582679744
leech_0.003_2	0.0029550756885770506	0.004045846498932355	0.0036108851614403007	0.0035893124572352053	0.003343241365823443	0.0	0.0	0.0	0.0	0.007895135731398871	0.007633238057516726	0.007558223064995309	0.00747174786082849	0.009728597123359077	0.009625506131986834	0.009471997411788615	0.009346018594879347	0.012632216147257697	0.012553986445110184	0.012525521762362483	0.012331093432781642	0.10214726028398634	0.10116233224773312	0.100833293214365	0.09967286291614248	0.19198312116874522	0.19314197674229258	0.19050257664838685	0.1849936199429377	0.002710183153021605	0.0026078963053746637	0.002572984620973028	0.0024362825152385854
leech_0.003_4	0.002768392774696567	0.0038883407455938437	0.0034945065024141932	0.003448620438338784	0.0032408529402541816	0.0	0.0	0.0	0.0	0.007620673269771807	0.00735566816700943	0.007373031768232625	0.007259655512708304	0.00957774299224548	0.009363927024715	0.009366649743413976	0.009072590209913836	0.01260581066479688	0.012387732926019112	0.012306284500555124	0.012183677396738559	0.10158594347724063	0.10037140109357831	0.09988908653319682	0.09827728883746292	0.19314621824466102	0.19445722668123636	0.19372020879911026	0.18829747971659264	0.0025188425393467646	0.0024442366652608566	0.0023881563175495715	0.002220471833259413
leech_0.003_8	0.002713685308533686	0.00395131512481542	0.003386665005224337	0.003466928120398563	0.003236520351314649	0.0	0.0	0.0	0.0	0.007618024693615241	0.007309636789960335	0.00737321681020812	0.007328662019627259	0.00961769524674476	0.009519400797664312	0.009333809361603048	0.00912896590079902	0.012634541475544245	0.012373303158265906	0.012292899066190155	0.01217208022448516	0.10145293099470862	0.10027932203912064	0.09912997759415122	0.09753510990312528	0.19281671045807497	0.19578157986233222	0.1933433580732523	0.19152017879991612	0.002563157692326528	0.0024302677261548384	0.0023672279176438736	0.0022168370042684247
leech_0.005_1	0.005300425472446368	0.0062460876770206175	0.005927856552065883	0.00587093861805019	0.005572937911810679	0.007673528706082454	0.007967558783365202	0.007691273065252937	0.007608930191878794	0.0	0.0	0.0	0.0	0.01206998670702656	0.012077151037282451	0.011812210703006231	0.01149245171657557	0.014928169254514099	0.014534479455287795	0.014692694110704188	0.014413867656897573	0.10222328139432312	0.10203197084148867	0.10036546415616467	0.10000164968993147	0.19695549214217134	0.2011805601721911	0.1995587272991139	0.191182148228578	0.004984225050058297	0.0048285034790433255	0.0048581439105780935	0.004644904424141625
