sample	unclassified-kra_ERR9709092_	unclassified-kra_ERR9709093_	unclassified-kra_ERR9709094_	unclassified-kra_ERR9709096_	unclassified-kra_ERR9709099_	unclassified-kra_ERR9709100_	unclassified-kra_ERR9709101_	unclassified-kra_ERR9709103_	unclassified-kra_ERR9709105_	unclassified-kra_ERR9709107_	unclassified-kra_ERR9709108_	unclassified-kra_ERR9709109_	unclassified-kra_ERR9709114_	unclassified-kra_ERR9709115_	unclassified-kra_ERR9709117_	unclassified-kra_ERR9709118_	unclassified-kra_ERR9709119_	unclassified-kra_ERR9709121_	unclassified-kra_ERR9709122_	unclassified-kra_ERR9709123_	unclassified-kra_ERR9709124_	unclassified-kra_ERR9709125_	unclassified-kra_ERR9709126_	unclassified-kra_ERR9709127_	unclassified-kra_ERR9709129_	unclassified-kra_ERR9709130_	unclassified-kra_ERR9709132_	unclassified-kra_ERR9709134_	unclassified-kra_ERR9709135_	unclassified-kra_ERR9709136_	unclassified-kra_ERR9709137_	unclassified-kra_ERR9709140_	unclassified-kra_ERR9709141_	unclassified-kra_ERR9709142_	unclassified-kra_ERR9709144_	unclassified-kra_ERR9709145_	unclassified-kra_ERR9709146_	unclassified-kra_ERR9709147_	unclassified-kra_ERR9709149_	unclassified-kra_ERR9709155_	unclassified-kra_ERR9709158_	unclassified-kra_ERR9709167_	unclassified-kra_ERR9709172_	unclassified-kra_ERR9709173_	unclassified-kra_ERR9709174_	unclassified-kra_ERR9709177_	unclassified-kra_ERR9709178_	unclassified-kra_ERR9709180_	unclassified-kra_ERR9709184_	unclassified-kra_ERR9709187_	unclassified-kra_ERR9709189_	unclassified-kra_ERR9709190_	unclassified-kra_ERR9709191_	unclassified-kra_ERR9709194_	unclassified-kra_ERR9709195_	unclassified-kra_ERR9709196_	unclassified-kra_ERR9709198_	unclassified-kra_ERR9709199_	unclassified-kra_ERR9709203_	unclassified-kra_ERR9709204_	unclassified-kra_ERR9709208_	unclassified-kra_ERR9709209_	unclassified-kra_ERR9709211_	unclassified-kra_ERR9709214_	unclassified-kra_ERR9709217_	unclassified-kra_ERR9709218_	unclassified-kra_ERR9709219_	unclassified-kra_ERR9709223_	unclassified-kra_ERR9709228_	unclassified-kra_ERR9709232_	unclassified-kra_ERR9709234_	unclassified-kra_ERR9709235_	unclassified-kra_ERR9709237_	unclassified-kra_ERR9709238_	unclassified-kra_ERR9709240_	unclassified-kra_ERR9709243_	unclassified-kra_ERR9709244_	unclassified-kra_ERR9709249_	unclassified-kra_ERR9709253_	unclassified-kra_SRR12106874_	unclassified-kra_SRR12106875_	unclassified-kra_SRR12106876_	unclassified-kra_SRR12106878_	unclassified-kra_SRR12106882_	unclassified-kra_SRR12106899_	unclassified-kra_SRR12106905_	unclassified-kra_SRR12106906_	unclassified-kra_SRR12106907_	unclassified-kra_SRR12106911_	unclassified-kra_SRR12106915_	unclassified-kra_SRR12106930_	unclassified-kra_SRR12106932_	unclassified-kra_SRR12106934_	unclassified-kra_SRR12106937_	unclassified-kra_SRR12106945_	unclassified-kra_SRR12106949_	unclassified-kra_SRR12106953_	unclassified-kra_SRR12106955_	unclassified-kra_SRR12106956_	unclassified-kra_SRR12106957_
unclassified-kra_ERR9709092_	0.0	0.05428261516669393	0.08024970173134363	0.0638295718299478	0.1404360230135425	0.05150419927801507	0.057589593797054285	0.22831048438203644	0.06822852971233398	0.06870237586744654	0.1288537891111313	0.05362619924985178	0.09715732404469207	0.13309889143994225	0.09014938124548678	0.10248085747201358	0.13741583045391642	0.0829036187897017	0.0843928473864601	0.1418433667877986	0.11794082209729606	0.08837306496019089	0.1035224903836279	0.09092057632239095	0.10625355048752994	0.17298645414495137	0.17334979299770487	0.17210917381371538	0.1005412348368736	0.11240447294094102	0.1338567136185021	0.12850798186195161	0.10198753476378089	0.13962382238874788	0.13097441130532628	0.1183551138039737	0.18404818956176633	0.12646955477648064	0.10120884458180941	0.13579079873316752	0.12252270207111962	0.12945148448030463	0.2078434720051669	0.17792285094261173	0.1427847372828016	0.1124992814600974	0.12888640034968518	0.12503193111450744	0.2824960468782758	0.1441179436443218	0.18220544068350966	0.14895404964837677	0.13369424677615227	0.1708233378346641	0.08544268314922925	0.13451187992500238	0.10963731305345079	0.12794523568861307	0.0949745823688257	0.09908755819214363	0.099296628218531	0.09934159041833063	0.09986484269315142	0.10014056337225319	0.0986612835416064	0.0993225951309229	0.09832071609608814	0.09617369418203268	0.0992603481211016	0.09261982027689418	0.09950279840926482	0.09949030870363974	0.12149219339313741	0.09945214390157393	0.09940963705790856	0.09913041901652087	0.09918377714619814	0.09984519461494887	0.09938530189680353	0.09968701413055947	0.09990114436527037	0.15454425673085098	0.09912959490566807	0.09919153510989824	0.10327594154199111	0.13694930765320207	0.13745857116735336	0.15556215450783334	0.1580123903412684	0.13806283789327226	0.09719718125217168	0.13294940432858754	0.09727277373940948	0.09777698529483342	0.09926852805692843	0.09933229122582586	0.09743515419395443	0.10061874924135594	0.10050656299266339	0.13351352703635488
unclassified-kra_ERR9709093_	0.05428261516669393	0.0	0.08353945129850421	0.015544938165835302	0.1291235851567035	0.02517615250937221	0.020701725649950296	0.23361893552082447	0.021944524094957292	0.02149725429042755	0.13198136951995698	0.02750836316206294	0.04270728954467591	0.1049877099233147	0.036845222176500034	0.03720792453251726	0.11920191684280564	0.041747496739835216	0.03403206672845662	0.12891487264530951	0.08991853983261543	0.032758824226286544	0.03482455604606905	0.04000868071014125	0.07696760905861258	0.12610902897000825	0.11772642779946443	0.10687235510536	0.08104237703992515	0.06939710284856344	0.09484067516398914	0.07290682939195046	0.07372155346475717	0.09486520284704097	0.05807223158494517	0.08018117356656641	0.16588904044582392	0.07268083976315612	0.07628590886352074	0.10952087997235116	0.06249400242371886	0.1205801927953167	0.20049019154298425	0.15206506095418676	0.13221168016331786	0.07537797458307402	0.06915216062022542	0.08295337401892597	0.25677033124660825	0.10452097642470651	0.12891487264530951	0.10608044425484814	0.06742112956041992	0.13809741184845442	0.03840161267249901	0.08941566282329859	0.04227418594865419	0.10838282660409065	0.03211641074043961	0.034638787471405655	0.034494717270599204	0.03458335189170926	0.03473647754687619	0.03485840040605497	0.03423455413689484	0.03459018780992122	0.034054322943433336	0.033511292324749344	0.0343619001279487	0.03196485672441008	0.034465303259285374	0.03461263743625457	0.05014055632548286	0.034409836856625915	0.03437077572189157	0.03438160944061324	0.034559774874431376	0.03482488471555881	0.03470291049880324	0.030330325644283927	0.030122052634291352	0.07853991377813158	0.030550461838700686	0.026629985498724865	0.038739923433879796	0.06335637111280393	0.06366338050661943	0.07967549540219532	0.08202831657788477	0.06455664264983378	0.033868639420979514	0.06090628244660887	0.03356950161646686	0.034113177581040044	0.03471371975184967	0.03434762973511247	0.033839885220810155	0.02989290235932348	0.02977457083658438	0.061189388311731756
unclassified-kra_ERR9709094_	0.08024970173134363	0.08353945129850421	0.0	0.0924079750322373	0.12535753749765138	0.0714420470683014	0.08152627860663922	0.20982897690967656	0.09569656756742156	0.09615788155050273	0.11571438673672349	0.0726272036141504	0.15103138138244304	0.17013211021543584	0.14013397204789632	0.15903535580184083	0.15947394720871455	0.1252443698000377	0.1364686244897012	0.15793303643284914	0.15699520526264754	0.14262817541090073	0.16358108788276798	0.1415820551738817	0.1442884835050775	0.21670629388267093	0.21305239236474338	0.22332891506318336	0.1272943196103975	0.16165808488935093	0.17503316256527404	0.18728087466230445	0.13568705353995644	0.1874879105405639	0.19770891847706934	0.15623100597846604	0.2073541520755965	0.17717184259298954	0.13921070955709544	0.17117434759193212	0.1760237227710701	0.1304380178970938	0.19830867544107034	0.18108291672537627	0.1509500095539213	0.15301476314041706	0.17709556048003489	0.15095640079046113	0.2642068933105328	0.18825871378226522	0.21761386190157586	0.19661166566900234	0.19011103768740384	0.20910347295913106	0.14000307540095921	0.17771337266197026	0.16909975337523422	0.15483192890965533	0.15414874454510608	0.15853448721085184	0.15957884088711455	0.15968390022139956	0.15908298169469215	0.16095262719282868	0.15815489314717193	0.15886640741219563	0.1576612860572093	0.156633356293432	0.15903397242361433	0.1526213904640824	0.15934067764437623	0.1598418932351876	0.18474392314914675	0.15876833071380583	0.1590924410994854	0.15869367680320276	0.15933724882344374	0.159995104395893	0.1596695603221984	0.16093102181198732	0.16027283429264663	0.2302443287251323	0.1596707876751679	0.1624192967754824	0.16295052579571118	0.20379381412109604	0.20536642312468564	0.2322926425508592	0.23679268185685898	0.20634587189152545	0.15715821937255323	0.19814009362228924	0.15510841327388608	0.15769038238638355	0.15949048717478212	0.15963119837564121	0.15641031677513684	0.16294421516146407	0.1622528729560934	0.19840162287145702
unclassified-kra_ERR9709096_	0.0638295718299478	0.015544938165835302	0.0924079750322373	0.0	0.12300264409579506	0.02211373572885783	0.016335030765465556	0.23193617001540148	0.023288363505532136	0.022287221247283957	0.13536333910004786	0.02070514509644856	0.028826222423097392	0.09272517134005959	0.02157112047106792	0.019914187935120592	0.10562961965018138	0.029582903837137967	0.019510235429988507	0.11712000345212645	0.07505871750893472	0.016722835152364505	0.016919854276058514	0.024786129910780046	0.06642239129858032	0.11195115916265864	0.1109452674394228	0.09329051892531799	0.07074918202247626	0.05357226257742066	0.07949954165202969	0.05777443341919965	0.06175218485535868	0.08036499012517714	0.038641057895626794	0.065750864067777	0.15297404235692377	0.06013234055307308	0.06306326465492458	0.09670279243137059	0.045940740786445194	0.12369961299274748	0.19011360446484138	0.14802611631760149	0.1275599683277984	0.06418713976480142	0.05341913671664199	0.07805766588969848	0.288713098860797	0.0917416419811664	0.12064501087216364	0.09336917092526249	0.049783204003213566	0.12652156454035945	0.022981969795914325	0.08546639127874275	0.02306800326628356	0.09400428339712075	0.012811645745721132	0.0152419688813345	0.01553947190741416	0.01579065389782791	0.015607321055221631	0.015809447313167368	0.01567990964528254	0.015593008859124118	0.015502317438576262	0.013702848526058211	0.015668156354535195	0.011904104505012475	0.015691882345120825	0.015684413447444197	0.03193555665184086	0.01573150875365043	0.015671293861769315	0.015737612573112146	0.01573459570495254	0.01586727080436881	0.015590911118665344	0.01121824173339533	0.011040419756136781	0.06105520984229461	0.011759657123789544	0.006952053864090204	0.020166992506790545	0.04599268931297616	0.04625164532914927	0.06227825792095672	0.06464903093541442	0.04681929430449326	0.014728350254637534	0.04315985037300187	0.014845288319818543	0.01538829885485674	0.015787307089918094	0.015604255705576817	0.014923673743441196	0.010491865298070068	0.010393862045125898	0.043478333774596124
unclassified-kra_ERR9709099_	0.1404360230135425	0.1291235851567035	0.12535753749765138	0.12300264409579506	0.0	0.10164752794461884	0.11946747479161118	0.1234967648924863	0.13331598534870592	0.1351905052688268	0.1292450782736307	0.0938679744338532	0.13444504067407817	0.15201228907436604	0.12540559609734148	0.1426390304723695	0.13344440426051757	0.10926303540336182	0.12468103414031034	0.12216670085834576	0.13468803389893944	0.12714379671931997	0.1411719771933984	0.13003614527348942	0.10649504654857428	0.20430075987634838	0.18284338414998397	0.21878114493662376	0.0863966418120663	0.14434516964633312	0.1692248598565825	0.14944158940411664	0.10341636722358809	0.1757206017609268	0.16669263966201558	0.13944407025505984	0.17871307760855454	0.15010048894474678	0.10212154060883444	0.14646924103915496	0.16467402830267686	0.1729710230910096	0.167607243297838	0.19079435506321907	0.1704280671482364	0.13079870281289546	0.17933288914673667	0.16546520365635348	0.16712722477113257	0.17644432995323817	0.2096674174033404	0.18376333365965625	0.18546895570862496	0.18562850083069093	0.12419697269474486	0.1495764646893239	0.14516703708106432	0.13015397401150466	0.13730483699862497	0.1388170037843785	0.13845039492635475	0.13735455612944117	0.14201092983309738	0.14201965125942861	0.1373561173821895	0.1388369871058515	0.13698041469841227	0.13953978746081874	0.1380838674210143	0.14193641587390282	0.13884190194500334	0.13883784283084358	0.18114443755507748	0.13884147788950948	0.13922553363677417	0.1373595594722133	0.13960868155717507	0.13999065090391735	0.14078098867332364	0.13587024354325145	0.1331743454803606	0.21377599065270864	0.13672774712145536	0.1286960446970494	0.1412155694715922	0.1982450220884558	0.1982450220884558	0.2160302260433335	0.2160302260433335	0.19966152236751505	0.13625353450442834	0.19310186421038694	0.1359049677235667	0.13626703727667766	0.13999549657532828	0.13846456707628718	0.13696683023073686	0.13270517050716757	0.1325028176982536	0.19192860405134912
unclassified-kra_ERR9709100_	0.05150419927801507	0.02517615250937221	0.0714420470683014	0.02211373572885783	0.10164752794461884	0.0	0	0.21137319720171943	0.03199181685380793	0.03260987939480045	0.11306480666196543	0.015742885104295924	0.03912767929099419	0.08743014860650848	0.03461317443543767	0.04022875936245135	0.09573687650515084	0.033433472374319095	0.03141943694035324	0.10547998326579075	0.07105210249194303	0.031678757001748395	0.037844392833514026	0.036140467969620324	0.05853098791831653	0.11660762347229606	0.11542355157901875	0.10754262317295735	0.05942230114999803	0.059466134587390834	0.08068644521127265	0.06980837053550129	0.05412858923401667	0.0843688957735145	0.0645092646614191	0.07146011498843029	0.14196885118756344	0.06812117746761628	0.054251048994944887	0.08898722740747486	0.063028475249728	0.10922247581020948	0.17711199079085793	0.1548753492895898	0.11791616385464912	0.06333098646540931	0.07180279621275182	0.08422344311922901	0.2286645091555882	0.08981855987068119	0.12380992607018998	0.09393179672331567	0.0739977437110307	0.12237762168803124	0.0318185924630542	0.08640960383095178	0.04489657869389514	0.0837827223469531	0.034647971343425676	0.03583663778719676	0.03563566690553688	0.03539384625187473	0.036001056007096	0.03626055990750514	0.03540589316461627	0.035446020188923795	0.035003016690905046	0.03587230087345906	0.03568148632356777	0.0357366114073118	0.0356818009578988	0.03572114165352111	0.0550621035164485	0.035556860102084475	0.0357202153711012	0.03532373246969562	0.03557073228012847	0.036078849926968914	0.036230576726919046	0.03058599233559384	0.0305064761798926	0.08682798059879868	0.0312375349037314	0.027570658325034053	0.03957909192504533	0.07071805613625035	0.07097469609030382	0.08797757374902712	0.09060006692545494	0.07190323721662946	0.03500698663613474	0.06662912429317802	0.0347497526847931	0.035413221585962974	0.03599649522057807	0.035735742893285835	0.035271081999887495	0.030192747306305362	0.030020797066354254	0.06677506852971041
unclassified-kra_ERR9709101_	0.057589593797054285	0.020701725649950296	0.08152627860663922	0.016335030765465556	0.11946747479161118	0	0.0	0.2171329970314965	0.029375982029214494	0.028613143244780256	0.12317665666341318	0.020242190402052884	0.03353515873404101	0.09035153462817463	0.029362786315094383	0.029871701010067954	0.1025564676779405	0.033762142818940945	0.026925381219141006	0.11256529293503753	0.07373659771601007	0.024450935176001352	0.026832138501309263	0.031168581402878363	0.0663522769061501	0.11561157696995474	0.10845701777595343	0.09720986615696348	0.06971785589963297	0.057731671323402234	0.08096962031983243	0.06171962988608731	0.06296634337096692	0.08356432252288074	0.04978078993153634	0.06999463564004686	0.1447612477384736	0.06358641726137883	0.06287370110304978	0.09355881161267016	0.05368977314844483	0.11547305675821543	0.19324859659839805	0.15411867729551448	0.1237645706461658	0.0662234244934406	0.06180191726788416	0.08359488342388247	0.25042619140573147	0.09086422754984082	0.12076194507344387	0.09346523956378483	0.05984106901547259	0.12466661087446439	0.026854473047782577	0.08192766471938273	0.033082280132299094	0.08997234807481938	0.023435920962984722	0.02538292250385814	0.02556335139267356	0.02554696955901196	0.0256345452509225	0.025861284754329687	0.025358072423216884	0.025593750264020436	0.02519766526797003	0.024235651039838393	0.02569673422354911	0.02307340087960871	0.02567121034480501	0.025863356212532836	0.04639949112846264	0.025770403307023647	0.02579954438703544	0.025663636609845483	0.025726268516511528	0.025900561407108273	0.025608450557019338	0.020327020879280597	0.020460840833543797	0.07773646165894711	0.021279102825161593	0.016448140875044467	0.029699792419748936	0.062035490241548	0.06218123474504206	0.07922186646674026	0.0814461515268238	0.06340883706106254	0.024550969321527318	0.05776725756726201	0.02459439847133777	0.02532139061706236	0.025843913121745242	0.025678447473486465	0.024820683561079464	0.019428323358171403	0.019307913197907235	0.058405077856562
unclassified-kra_ERR9709103_	0.22831048438203644	0.23361893552082447	0.20982897690967656	0.23193617001540148	0.1234967648924863	0.21137319720171943	0.2171329970314965	0.0	0.2337931195558699	0.23123091590614875	0.21370605690796363	0.20357646172732535	0.24763718357854908	0.259763879839835	0.2356194623641018	0.27314003576828705	0.2289431643637843	0.21245389535943784	0.2331787862920884	0.21999330029530456	0.23372872630823713	0.23887461655001524	0.2774465971210472	0.2371239584367108	0.22956730879042075	0.31472969111881766	0.31999444538231425	0.3099972406433902	0.19823178726531251	0.24559206748490425	0.2685038067179094	0.2770534555678466	0.21963416241938472	0.2801585303255706	0.30060537764213285	0.23204947601025994	0.28616462609015925	0.27554329691326307	0.22284780631197962	0.2540646815797966	0.3053613482798497	0.25679841961194677	0.2572352211409051	0.30249514835156255	0.26474307245459094	0.24940743902888518	0.27183530380167736	0.2951324291211833	0.2152810464803825	0.27502618126225475	0.31472969111881766	0.28303432754927754	0.30685455013967233	0.28959844070349505	0.2316443610521189	0.27610736477169057	0.2751613814558098	0.2322926425508592	0.2702160438224415	0.2766867796879487	0.277082691726155	0.27745723095838737	0.2771757836266947	0.2748829695412149	0.2773976338896017	0.2773803114204632	0.27209658294826106	0.27538772374724274	0.2749112174422381	0.2710844341042168	0.27497335583433413	0.27497413527348263	0.30249514835156255	0.2774486448212262	0.2801047663939423	0.2801148960541425	0.2749697601691511	0.2773422855453912	0.27470524088914416	0.26910452653383315	0.26894840250822655	0.31472969111881766	0.2711113263868888	0.28135503766438735	0.2801377963414609	0.3080919373980072	0.3080919373980072	0.31472969111881766	0.32288073361947145	0.3080919373980072	0.26872548509286726	0.3080919373980072	0.2755167380408711	0.2765721429807746	0.2746936957629226	0.27501657803356305	0.27326193843329527	0.27465266728611537	0.2710984454139791	0.3080919373980072
unclassified-kra_ERR9709105_	0.06822852971233398	0.021944524094957292	0.09569656756742156	0.023288363505532136	0.13331598534870592	0.03199181685380793	0.029375982029214494	0.2337931195558699	0.0	0	0.11455748099541581	0.030516245784520113	0.04587150609617567	0.10601993308997547	0.03955307148638698	0.041429067337806436	0.11835270675788924	0.046512576427861545	0.03790448791617957	0.1305984017578695	0.09025403201064171	0.03568191829313016	0.038065459679778584	0.042551022062055806	0.07990078865310277	0.12864400376564358	0.12593793593638877	0.11027752876324262	0.08400054585780858	0.07209634560035827	0.09622990494760852	0.07480563602040069	0.07480588482031462	0.09803333394820277	0.061224144296754886	0.08209545928098755	0.1680808145557251	0.07791265948590065	0.07624986904356254	0.11075214080110113	0.06493897103907212	0.1191960436548937	0.20028311619161496	0.1613727082261571	0.12814180115765422	0.07874698742858437	0.07159897253438974	0.08791663477635508	0.28735789318659116	0.10514485470732418	0.1324620172928252	0.11027916866701554	0.07259824713956878	0.1410917842019029	0.04196149777364471	0.09159052247907126	0.045232860070967454	0.1074446513697898	0.034747839911253006	0.03708413268068527	0.03725460989630931	0.03725873390938388	0.0374156642033275	0.037504766230897255	0.037045010607879215	0.037315251213041564	0.03692243089733072	0.0358932698177023	0.0373622639150029	0.03440311154178974	0.03723311428935476	0.037479980755644834	0.054045624404532006	0.03729509362312738	0.03715829329922196	0.03728874637643636	0.037425206266089375	0.03734253163946249	0.037338123893017126	0.03308583026336625	0.03283059228543011	0.08343896449192967	0.03313944256359842	0.028953740140497647	0.04158251522646937	0.0687020419207692	0.06891704218778703	0.08491166301943619	0.08724033723999111	0.06964144175612004	0.03654171934802903	0.06540046561148372	0.03630616690427295	0.03702426343386152	0.03718387647189672	0.037288566746734045	0.03645104017517448	0.0321619672976339	0.032204243952935294	0.06573443685962285
unclassified-kra_ERR9709107_	0.06870237586744654	0.02149725429042755	0.09615788155050273	0.022287221247283957	0.1351905052688268	0.03260987939480045	0.028613143244780256	0.23123091590614875	0	0.0	0.11519419415293732	0.029854082922144587	0.04430031926573752	0.10528304977148509	0.038552927281374896	0.03814864659264689	0.11990952155164286	0.044634562362862215	0.03513354673824691	0.1310074818034982	0.09014033526083587	0.03428009577715958	0.036085149998499016	0.040977416407639314	0.07998712878851613	0.12705809060887255	0.12573726502169488	0.10916105465480763	0.08352730591091664	0.07014087959575638	0.09470454529067078	0.07383102032777647	0.0744930902075571	0.0962975728199933	0.05846548292302928	0.08088775394379386	0.1639664306707298	0.07595909443177347	0.07621804047521234	0.11200911928439855	0.06357797539265636	0.11933496322884854	0.20297691028146042	0.16360492748648667	0.13000776706622874	0.07747530211917376	0.06994775455637081	0.08641666951089903	0.2480697755211148	0.10606327087906152	0.13210826986574387	0.10811698785002657	0.0690264063885554	0.14141659590014724	0.03946741182977057	0.09074563344612205	0.04278557495344322	0.10869418093413985	0.03234796568578063	0.03464957323544632	0.03471269274815546	0.034917574512422014	0.03501976504097047	0.03511790276428274	0.034842035315018186	0.03466264174726824	0.03437821311230975	0.03333422059525693	0.034992296114929815	0.03192465876915043	0.03474367641786258	0.03485625416142092	0.05111082090153395	0.034749425526135094	0.034846075389961303	0.03491379351909716	0.034929096109883796	0.03504347567845397	0.03508943782782852	0.030664721827026176	0.03052711452982238	0.08035296402012589	0.03098239280168777	0.026555060894013598	0.039255630022691494	0.06518039401929253	0.06547555721871909	0.08147382462465669	0.0838904371935984	0.06607461563969641	0.03420964751978409	0.062337393972798236	0.03408452297709777	0.0346640963861219	0.03494821214642149	0.03470448818455885	0.03400274391384751	0.030086790176908115	0.03001709979603398	0.06259806701377106
